id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
162052,2014,1,2,11191,Christians (CAR) - Muslims (CAR),11801,Christians (CAR) - Muslims (CAR),3555,,Christians (CAR),3556,,Muslims (CAR),1,"""Humanitartarian Response,2014-06-09,Liste des Incidents en RCA""",Humanitartarian Response,6/9/14,Liste des Incidents en RCA,Réseau des Journalistes RCA,2,Kaga Bandoro town,Nana-Grébizi province,Kaga-Bandoro region,6.983333,19.183333,139359,Central African Republic,482,Africa,1,1,3/15/14,3/15/14,0,0,0,0,0,0,1
129182,2014,1,2,4895,Christians (Nigeria) - Muslims (Nigeria),5505,Christians (Nigeria) - Muslims (Nigeria),1020,,Christians (Nigeria),1021,,Muslims (Nigeria),3,"""Agence France Presse,2014-03-16,100 killed in Nigeria attacks as gunmen storm villages"";""All Africa,2014-03-17,Mass Burial for Saturday Kaduna Villages Attack Victims"";""Reuters News,2014-04-28,INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""""",Agence France Presse;All Africa;Reuters News,2014-03-16;2014-03-17;2014-04-28,"100 killed in Nigeria attacks as gunmen storm villages;Mass Burial for Saturday Kaduna Villages Attack Victims;INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""","Marshall, a spokesman for the Southern Kaduna Peoples' Union, a regional political and cultural body; locals",3,Kaura lga,Kaduna state,Kaura lga,9.61232,8.46992,143657,Nigeria,475,Africa,3,2,3/14/14,3/15/14,51,0,0,0,51,51,73
150777,2014,1,1,11345,South Sudan:Government,12413,Government of South Sudan - SPLM/A In Opposition,113,626,Government of South Sudan,4226,,SPLM/A In Opposition,1,"""BBC Monitoring Africa,2014-03-17,Ten killed, thousands displaced as South Sudan rebels attack county in Jonglei""",BBC Monitoring Africa,3/17/14,"Ten killed, thousands displaced as South Sudan rebels attack county in Jonglei",,3,Duk county,Jonglei state,Duk county,7.73,31.4,140823,South Sudan,626,Africa,3,2,3/14/14,3/15/14,0,0,10,0,10,10,10
156547,2014,1,2,4895,Christians (Nigeria) - Muslims (Nigeria),5505,Christians (Nigeria) - Muslims (Nigeria),1020,,Christians (Nigeria),1021,,Muslims (Nigeria),3,"""Agence France Presse,2014-03-16,100 killed in Nigeria attacks as gunmen storm villages"";""All Africa,2014-03-17,Mass Burial for Saturday Kaduna Villages Attack Victims"";""Reuters News,2014-04-28,INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""""",Agence France Presse;All Africa;Reuters News,2014-03-16;2014-03-17;2014-04-28,"100 killed in Nigeria attacks as gunmen storm villages;Mass Burial for Saturday Kaduna Villages Attack Victims;INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""","Marshall, a spokesman for the Southern Kaduna Peoples' Union, a regional political and cultural body; locals",3,Kaura lga,Kaduna state,Kaura lga,9.61232,8.46992,143657,Nigeria,475,Africa,3,2,3/14/14,3/15/14,25,1,0,0,26,26,73
162056,2014,1,3,11705,anti-Balaka - Civilians,12379,anti-Balaka - Civilians,4201,,anti-Balaka,1,,Civilians,1,"""Humanitartarian Response,2014-06-09,Liste des Incidents en RCA""",Humanitartarian Response,6/9/14,Liste des Incidents en RCA,DSS siterep 20/03,1,Dekoa town,Kémo province,Dékoa region,6.32,19.08,138639,Central African Republic,482,Africa,1,2,3/14/14,3/18/14,0,0,2,0,2,2,2
114249,2014,1,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,"""Agence France Presse,2014-03-15,Baghdad car bombs kill nine: officials"";""Agence France Presse,2014-03-16,Militants attack Iraq anti-Qaeda leader, kill four""",Agence France Presse;Agence France Presse,2014-03-15;2014-03-16,"Baghdad car bombs kill nine: officials;Militants attack Iraq anti-Qaeda leader, kill four",Police and medical sources,1,Baghdād city,Baghdād province,,33.340582,44.400876,177569,Iraq,645,Middle East,1,1,3/15/14,3/15/14,0,0,0,15,15,15,15
156548,2014,1,2,4895,Christians (Nigeria) - Muslims (Nigeria),5505,Christians (Nigeria) - Muslims (Nigeria),1020,,Christians (Nigeria),1021,,Muslims (Nigeria),3,"""Agence France Presse,2014-03-16,100 killed in Nigeria attacks as gunmen storm villages"";""All Africa,2014-03-17,Mass Burial for Saturday Kaduna Villages Attack Victims"";""Reuters News,2014-04-28,INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""""",Agence France Presse;All Africa;Reuters News,2014-03-16;2014-03-17;2014-04-28,"100 killed in Nigeria attacks as gunmen storm villages;Mass Burial for Saturday Kaduna Villages Attack Victims;INSIGHT-Nigeria: surging bloodshed strains ""marriage of irreconcilables""","Marshall, a spokesman for the Southern Kaduna Peoples' Union, a regional political and cultural body; locals",1,Ankan Gata village,Kaduna state,Kaura lga,9.693856,8.569912,143658,Nigeria,475,Africa,3,2,3/14/14,3/15/14,24,1,0,0,25,25,73
114817,2014,1,1,209,Philippines:Government,411,Government of Philippines - CPP,154,840,Government of Philippines,169,,CPP,2,"""Xinhua News Agency,2014-03-15,1st LD Writethru: 2 soldiers killed, 3 wounded in landmine blasts in S. Philippines"";""PNA (Philippines News Agency),2014-03-16,Army intensifies manhunt vs. NPAs in North Cotabato By Noel Y. Punzalan""",Xinhua News Agency;PNA (Philippines News Agency),2014-03-15;2014-03-16,"1st LD Writethru: 2 soldiers killed, 3 wounded in landmine blasts in S. Philippines;Army intensifies manhunt vs. NPAs in North Cotabato By Noel Y. Punzalan",spokesperson for the Philippine Army's 10th Infantry Division,1,Manobisa village,Cotabato province,Magpet municipality,7.161002,125.158081,140291,Philippines,840,Asia,1,1,3/15/14,3/15/14,2,2,0,0,4,4,4
120563,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,2,"""Associated Press Newswires,2014-03-15,Somali Suicide bomber kills self"";""All Africa,2014-03-15,Hotel Hit By Car Bomb""",Associated Press Newswires;All Africa,2014-03-15;2014-03-15,Somali Suicide bomber kills self;Hotel Hit By Car Bomb,Capt. Mohamed Hussein,1,Mogadishu city,Banaadir region,Mogadishu district,2.066667,45.366667,132931,Somalia,520,Africa,1,1,3/15/14,3/15/14,1,0,0,0,0,1,1
147349,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Nigeria Watch IBD002230,2014-03-15,Army vs Boko Haram , Borno""",Nigeria Watch IBD002230,3/15/14,"Army vs Boko Haram , Borno",,1,Alau Dam village,Borno state,Jere lga,11.724167,13.284722,146547,Nigeria,475,Africa,1,1,3/15/14,3/15/14,0,12,0,0,12,12,12
150778,2014,1,1,309,Sudan:Government,14150,Government of Sudan - Darfur Joint Resistance Forces,112,625,Government of Sudan,5866,,Darfur Joint Resistance Forces,1,"""All Africa,2014-03-17,Rebels Attack Militia and Army Troops in East Jebel Marra and North Darfur""",All Africa,3/17/14,Rebels Attack Militia and Army Troops in East Jebel Marra and North Darfur,"Mustafa Tambur, the military spokesman for the Sudan Liberation Movement led by Abdel Wahid El Nur (SLM-AW)",2,Kulkul town,North Darfur state,El Fasher district,14.133333,25.216666,150171,Sudan,625,Africa,1,1,3/15/14,3/15/14,0,0,0,0,0,0,83
120695,2014,1,1,337,Somalia:Government,750,Government of Somalia - Al-Shabaab,95,520,Government of Somalia,717,,Al-Shabaab,2,"""BBC Monitoring Africa,2014-03-17,Al-Shabab claiming killing Djibouti soldiers in central Somalia ambush attack"";""BBC Monitoring Africa,2014-03-18,Spokesman for Somalia's Al-Shabab denies reports of his death""",BBC Monitoring Africa;BBC Monitoring Africa,2014-03-17;2014-03-18,Al-Shabab claiming killing Djibouti soldiers in central Somalia ambush attack;Spokesman for Somalia's Al-Shabab denies reports of his death,"Al-Shabab spokesman, Shaykh Abdiaziz Abu Muscab
commander of Djibouti forces in Hiiraan Region, Colonel Abdirahman Abdi Dhimbil",1,Bulo Burti town,Hiran region,Bulo Burti district,3.85,45.566667,135092,Somalia,520,Africa,1,1,3/15/14,3/15/14,1,0,0,0,1,1,23
147033,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,2,"""BBC Monitoring South Asia,2014-03-15,Two Afgha policemen reported killed in mine blast"";""BBC Monitoring South Asia,2014-03-16,Taleban say mine kills three policemen in eastern Afghan province""",BBC Monitoring South Asia;BBC Monitoring South Asia,2014-03-15;2014-03-16,Two Afgha policemen reported killed in mine blast;Taleban say mine kills three policemen in eastern Afghan province,spokesperson of the Wardag provincial governor /Taleban,2,Haft Asiab village,Wardak province,Saydabad district,33.840683,68.613091,178338,Afghanistan,700,Asia,1,1,3/15/14,3/15/14,2,0,0,0,2,2,2
153400,2014,1,3,480,Government of Sudan - Civilians,947,Government of Sudan - Civilians,112,625,Government of Sudan,1,,Civilians,1,"""All Africa,2014-08-22,UN Should End Silence On Rights Abuses - Improve Reporting On Violations, Protection of Civilians [press release]""",All Africa,8/22/14,"UN Should End Silence On Rights Abuses - Improve Reporting On Violations, Protection of Civilians [press release]","15-year-old girl 
HRW",1,Dolma village,North Darfur state,El Fasher district,13.15,25.016666,148731,Sudan,625,Africa,1,1,3/15/14,3/15/14,0,0,1,0,1,1,1
156620,2014,1,2,4999,Alawite (Lebanon) - Sunni (Lebanon),5609,Alawite (Lebanon) - Sunni (Lebanon),1194,,Alawite (Lebanon),1195,,Sunni (Lebanon),1,"""Agence France Presse,2014-03-15,10 dead in Syria-linked clashes in Lebanon's Tripoli""",Agence France Presse,3/15/14,10 dead in Syria-linked clashes in Lebanon's Tripoli,A security source ,1,Tripoli town,North Lebanon province,Tripoli  county,34.436667,35.849722,178992,Lebanon,660,Middle East,1,1,3/15/14,3/15/14,0,0,0,5,5,5,5
156626,2014,0,2,13325,Hezbollah - IS,14237,Hezbollah - IS,366,,Hezbollah,234,,IS,2,"""BBC Monitoring Middle East,2014-03-16,Jihadist group claims deadly rocket attack on Lebanon village"";""Reuters News,2014-03-16,UPDATE 2-Suicide bomb kills three in Lebanon's Bekaa Valley""",BBC Monitoring Middle East;Reuters News,2014-03-16;2014-03-16,Jihadist group claims deadly rocket attack on Lebanon village;UPDATE 2-Suicide bomb kills three in Lebanon's Bekaa Valley,Security sources,1,Nabi Osmane village,Baalbek-Hermel province,Baalbek county,34.27271,36.366519,178993,Lebanon,660,Middle East,1,1,3/15/14,3/15/14,0,0,0,1,1,1,1
162148,2014,1,2,11053,Beltrán Leyva Cartel - Sinaloa Cartel,11663,Beltrán Leyva Cartel - Sinaloa Cartel,1089,,Beltrán Leyva Cartel,775,,Sinaloa Cartel,1,"""Borderland Beat,2014-04-26,Arrest and killings of armed wing of CDS credited with reduction in Sinaloa homicides""",Borderland Beat,4/26/14,Arrest and killings of armed wing of CDS credited with reduction in Sinaloa homicides,Borderland Beat,1,Mazatlán town,Sinaloa state,Mazatlán municipality,23.2329,-106.4062,162868,Mexico,70,Americas,1,1,3/15/14,3/15/14,0,0,0,5,5,5,5
147073,2014,1,1,289,Colombia:Government,623,Government of Colombia - FARC,17,100,Government of Colombia,743,,FARC,2,"""EFE News Service,2014-03-19,Oil workers abducted in Colombia"";""EFE News Service,2014-03-22,FARC justifies slaying 2 police because of military harassment""",EFE News Service;EFE News Service,2014-03-19;2014-03-22,Oil workers abducted in Colombia;FARC justifies slaying 2 police because of military harassment,military sources  ,1,Tumaco town,Nariño department,Tumaco municipality,1.798611,-78.815556,131963,Colombia,100,Americas,1,2,3/15/14,3/16/14,2,0,0,0,2,2,2
156623,2014,1,2,4999,Alawite (Lebanon) - Sunni (Lebanon),5609,Alawite (Lebanon) - Sunni (Lebanon),1194,,Alawite (Lebanon),1195,,Sunni (Lebanon),1,"""Agence France Presse,2014-03-16,Toll in Syria-linked clashes in Lebanon rises to 11""",Agence France Presse,3/16/14,Toll in Syria-linked clashes in Lebanon rises to 11,Security sources and the Lebanese army ,1,Tripoli town,North Lebanon province,Tripoli  county,34.436667,35.849722,178992,Lebanon,660,Middle East,1,2,3/15/14,3/16/14,0,0,0,0,0,0,1
120162,2014,1,1,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,Government of Azerbaijan - Republic of Artsakh,64,373,Government of Azerbaijan,338,,Republic of Artsakh,1,"""BBC Monitoring Caucasus,2014-03-17,Karabakh denies involvement in death of Azeri soldier on contact line""",BBC Monitoring Caucasus,3/17/14,Karabakh denies involvement in death of Azeri soldier on contact line,"Azerbaijani media, Azerbaijani army, Armenian media, Armenian/Karabakh officials",2,Fizuli town,Fizuli rayon,,39.600278,47.143056,186935,Azerbaijan,373,Europe,1,2,3/15/14,3/17/14,1,0,0,0,0,1,1
129189,2014,1,1,297,Nigeria:Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""All Africa,2014-03-18,Nine Killed As Nigerian Troops Battle Boko Haram Terrorists - DHQ""",All Africa,3/18/14,Nine Killed As Nigerian Troops Battle Boko Haram Terrorists - DHQ,"Chris Olukolade, the Director of Defence Information and Coordinator, Joint Information Centre Counter Terrorism Campaign",2,Goniri village,Yobe state,Gujba lga,11.48451,12.31264,145825,Nigeria,475,Africa,1,2,3/15/14,3/17/14,1,8,0,0,9,9,9
114251,2014,1,1,259,Iraq:Government,524,Government of Iraq - IS,116,645,Government of Iraq,234,,IS,1,"""Agence France Presse,2014-03-15,Baghdad car bombs kill nine: officials""",Agence France Presse,3/15/14,Baghdad car bombs kill nine: officials,A police colonel and another officer,2,Sāmarrā’ town,Şalāḩ ad Dīn province,Qaḑā’ Sāmarrā’,34.196632,43.873899,179008,Iraq,645,Middle East,1,1,3/16/14,3/16/14,0,0,1,2,0,3,3
151169,2014,1,1,309,Sudan:Government,14150,Government of Sudan - Darfur Joint Resistance Forces,112,625,Government of Sudan,5866,,Darfur Joint Resistance Forces,1,"""All Africa,2014-03-18,Rebels Attack Rapid Support Forces in Darfur's East Jebel Marra""",All Africa,3/18/14,Rebels Attack Rapid Support Forces in Darfur's East Jebel Marra,"Mustafa Tambur, the military spokesman for the Sudan Liberation Movement led by Abdel Wahid El Nur",5,East Jebel Marra area,,,13.166667,24.36667,148729,Sudan,625,Africa,1,1,3/16/14,3/16/14,0,0,0,0,0,0,44
153973,2014,1,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,4,"""All Africa,2014-03-17,Four Killed in Turkana Bandit Attack"";""All Africa,2014-03-17,Security Beefed Up in Pokot, Turkana Border Over Killings"";""All Africa,2014-03-18,GSU Officers Deployed to Pokot, Turkana Border"";""All Africa,2014-03-24,Turkana Plea for More Guns""",All Africa;All Africa;All Africa;All Africa,2014-03-17;2014-03-17;2014-03-18;2014-03-24,"Four Killed in Turkana Bandit Attack;Security Beefed Up in Pokot, Turkana Border Over Killings;GSU Officers Deployed to Pokot, Turkana Border;Turkana Plea for More Guns",resident; Turkana South Police boss Kipsang Changach,2,Kakong locality,Turkana county,Turkana South Constituency,1.874009,35.646142,132192,Kenya,501,Africa,1,1,3/16/14,3/16/14,0,4,0,0,3,4,7
201561,2014,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA,2015-04-30,KILLINGS DURING RAIDS (p. 33)""","‘OUR JOB IS TO SHOOT, SLAUGHTER AND KILL’ BOKO HARAM’S REIGN OF TERROR IN NORTH-EAST NIGERIA",4/30/15,KILLINGS DURING RAIDS (p. 33),Eye witness,1,Kawuri village,Borno state,Konduga lga,11.572354,13.536488,146548,Nigeria,475,Africa,1,1,3/16/14,3/16/14,0,0,24,0,24,24,24
156633,2014,1,2,11671,Hezbollah - Jabhat Fateh al-Sham,12337,Hezbollah - Jabhat Fateh al-Sham,366,,Hezbollah,1170,,Jabhat Fateh al-Sham,3,"""Reuters News,2014-03-16,UPDATE 2-Suicide bomb kills three in Lebanon's Bekaa Valley"";""Agence France Presse,2014-03-17,2 dead in Lebanon car bombing: revised toll"";"" Mapping Militant Organizations, Stanford University,1753-01-01,Major Attacks""","Reuters News;Agence France Presse; Mapping Militant Organizations, Stanford University",2014-03-16;2014-03-17;1753-01-01,UPDATE 2-Suicide bomb kills three in Lebanon's Bekaa Valley;2 dead in Lebanon car bombing: revised toll;Major Attacks,"The Lebanese security source, Reuters",1,Nabi Osmane village,Baalbek-Hermel province,Baalbek county,34.27271,36.366519,178993,Lebanon,660,Middle East,1,1,3/16/14,3/16/14,2,1,0,1,4,4,4
147039,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Kandahar province,Kandahar province,,31,65.75,174732,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,2,0,0,2,2,2
147040,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Zabul province,Zabul province,,32.25,67.25,176175,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,2,0,0,2,2,2
147041,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Uruzgan province,Uruzgan province,,32.83333,66,176893,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,1,0,0,1,1,1
147042,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Ghazni province,Ghazni province,,33.33333,67.75,177616,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,1,0,0,1,1,1
147043,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Paktya province,Paktya province,,33.666667,69.33333,178339,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,1,0,0,1,1,1
147044,2014,1,1,333,Afghanistan:Government,735,Government of Afghanistan - Taleban,130,700,Government of Afghanistan,303,,Taleban,1,"""Xinhua News Agency,2014-03-17,8 militants killed in Afghanistan within day: gov't""",Xinhua News Agency,3/17/14,8 militants killed in Afghanistan within day: gov't,Interior Ministry,4,Paktika province,Paktika province,,32.416667,68.75,176178,Afghanistan,700,Asia,2,2,3/16/14,3/17/14,0,1,0,0,1,1,1
